#chrom,st,end,accession,mRNA_size,gene_strand,Frag_count,FPM,FPKM
chrIII,2245581,2247243,SPCC790.03.1,1462,+,66,28.57271496,19.54358069
chrI,2348291,2349747,SPAC17G8.04c.1,1196,-,54,23.37767588,19.54655174
chrI,926393,927671,SPAC1687.13c.1,1107,-,50,21.64599618,19.55374542
chrI,4384449,4386950,SPAC1527.03.1,2501,+,113,48.91995137,19.56015649
chrII,2719715,2720622,SPNCRNA.1545.1,907,+,41,17.74971687,19.56969886
chrI,2387587,2389909,SPAC22H10.09.1,2322,+,105,45.45659199,19.57648234
chrI,2766282,2770704,SPAC6F6.17.1,4422,+,200,86.58398473,19.58027696
chrI,4772001,4773217,SPAC1782.10c.1,1216,-,55,23.8105958,19.58108207
chrII,3826722,3829397,SPNCRNA.1644.1,2675,-,121,52.38331076,19.58254608
chrII,2958978,2961056,SPNCRNA.1567.1,2078,+,94,40.69447282,19.58348067
chrI,650464,652224,SPAC1D4.08.1,1481,+,67,29.00563489,19.58516873
chrII,359902,360366,SPBC1271.06c.1,464,+,21,9.091318397,19.59335861
chrII,2961164,2962782,SPBC2A9.08c.1,1281,-,58,25.10935557,19.60137047
chrI,4179960,4183074,SPAC25B8.13c.1,3114,-,141,61.04170924,19.60234722
chrI,2504732,2505904,SPAC23H3.07c.1,1082,-,49,21.21307626,19.60543092
chrI,388232,389229,SPAC31A2.02.1,817,+,37,16.01803718,19.60592066
chrIII,1624611,1626267,SPCC777.15.1,1656,+,75,32.46899428,19.6068806
chrI,1073170,1074075,SPAC1A6.11.1,905,+,41,17.74971687,19.61294682
chrI,4409772,4410391,SPAC29E6.04.1,618,+,28,12.12175786,19.61449492
chrI,2164161,2166765,SPAC23C11.16.1,2604,+,118,51.08455099,19.61772312
chrII,2495196,2497598,SPBC557.05.1,2317,+,105,45.45659199,19.61872766
chrII,3578032,3579743,SPBC887.18c.1,1500,-,68,29.43855481,19.62570321
chrI,5358880,5360504,SPAC4D7.05.1,1213,+,55,23.8105958,19.62951014
chrI,3513970,3515415,SPAC16E8.08.1,1389,+,63,27.27395519,19.63567688
chrI,2373051,2376572,SPAC22H10.03c.1,3261,-,148,64.0721487,19.64800635
chrII,3353045,3357140,SPBC11C11.04c.1,3832,-,174,75.32806672,19.65763745
chrI,3093707,3094885,SPAC16A10.08c.1,1123,-,51,22.07891611,19.66065548
chrI,5439646,5442552,SPAC29B12.14c.1,2906,-,132,57.14542992,19.66463521
chrI,5309026,5311689,SPNCRNA.1068.1,2663,-,121,52.38331076,19.67078887
chrI,2330832,2332240,SPAC6C3.05.1,1408,+,64,27.70687511,19.67817835
chrII,1843287,1845003,SPBC28E12.04.1,1716,+,78,33.76775405,19.67817835
chrII,3735188,3736662,SPNCRNA.1634.1,1474,-,67,29.00563489,19.67817835
chrIII,765935,767541,SPCC1020.09.1,1606,-,73,31.60315443,19.67817835
chrIII,1426431,1426937,SPNCRNA.493.1,506,+,23,9.957158244,19.67817835
chrIII,2045108,2046142,SPNCRNA.1256.1,1034,+,47,20.34723641,19.67817835
chrII,754410,756616,SPBC577.03c.1,2133,-,97,41.9932326,19.68740394
chrIII,2008070,2009851,SPNCRNA.1253.1,1781,+,81,35.06651382,19.6892273
chrI,4231811,4232976,SPNCRNA.243.1,1165,+,53,22.94475595,19.69506949
chrIII,1408087,1410043,SPCC622.06c.1,1956,-,89,38.52987321,19.69829919
chrI,1054664,1055906,SPAC23C4.15.1,967,+,44,19.04847664,19.69852807
chrII,1982025,1984420,SPBC1A4.04.1,2395,+,109,47.18827168,19.70282742
chrI,2012667,2013458,SPNCRNA.787.1,791,-,36,15.58511725,19.70305594
chrII,1721082,1724641,SPNCRNA.1457.1,3559,-,162,70.13302763,19.70582401
chrI,1052874,1054468,SPAC23C4.14.1,1384,+,63,27.27395519,19.70661502
chrI,4928171,4929655,SPAC1B3.02c.1,1252,-,57,24.67643565,19.70961314
chrI,2243557,2245220,SPAC18G6.15.1,1603,+,73,31.60315443,19.71500588
chrI,1916053,1917656,SPAC110.03.1,1010,+,46,19.91431649,19.71714504
chrI,4429022,4429505,SPNCRNA.247.1,483,+,22,9.524238321,19.71891992
chrII,513253,514175,SPNCRNA.1365.1,922,-,42,18.18263679,19.7208642
chrII,3031555,3032784,SPNCRNA.1576.1,1229,+,56,24.24351573,19.72621296
chrIII,594962,596054,SPCC1183.02.1,812,+,37,16.01803718,19.72664677
chrII,2868412,2871156,SPBP19A11.07c.1,2392,-,109,47.18827168,19.72753833
chrII,835870,836243,SPNCRNA.34.1,373,+,17,7.359638702,19.73093486
chrIII,1331167,1332587,SPCC132.03.1,1119,+,51,22.07891611,19.73093486
chrI,3558765,3559116,SPNCRNA.124.1,351,+,16,6.926718779,19.73424153
chrI,5276192,5277245,SPNCRNA.1066.1,1053,+,48,20.78015634,19.73424153
chrII,2251410,2253713,SPBC15C4.06c.1,2303,-,105,45.45659199,19.73799044
chrI,4172122,4173547,SPAC25B8.10.1,1425,+,65,28.13979504,19.74722459
chrI,315393,317585,SPAC12G12.16c.1,2192,+,100,43.29199237,19.74999652
chrII,2988591,2990276,SPBC2D10.13.1,1644,+,75,32.46899428,19.74999652
chrII,3340659,3345299,SPBC17D1.07c.1,4296,-,196,84.85230504,19.75146765
chrI,3974634,3976212,SPNCRNA.952.1,1578,-,72,31.1702345,19.75300032
chrI,4737480,4738962,SPAC458.04c.1,1315,-,60,25.97519542,19.75300032
chrII,97241,98534,SPBPB10D8.06c.1,1293,-,59,25.5422755,19.75427339
chrII,1952766,1955702,SPNCRNA.1481.1,2936,+,134,58.01126977,19.75860687
chrI,390406,391260,SPAC31A2.04c.1,854,-,39,16.88387702,19.7703478
chrIII,1238720,1244105,SPCC645.06c.1,5385,-,246,106.4983012,19.77684331
chrII,1873512,1875657,SPBC3H7.05c.1,2145,+,98,42.42615252,19.77909208
chrII,2059634,2062413,SPBC29A3.13.1,2779,-,127,54.98083031,19.78439378
chrII,145700,148807,SPNCRNA.1316.1,3107,-,142,61.47462916,19.78584781
chrII,3150257,3152904,SPNCRNA.1582.1,2647,-,121,52.38331076,19.7896905
chrI,3253201,3254430,SPAC6G9.05.1,1181,+,54,23.37767588,19.79481446
chrIII,778132,782134,SPCC1020.14.1,4002,-,183,79.22434603,19.79618841
chrII,3460381,3461190,SPNCRNA.1600.1,809,-,37,16.01803718,19.79979873
chrI,2315454,2318318,SPAC13G7.12c.1,2864,-,131,56.71251,19.80185405
chrI,3935527,3935833,SPAC2F3.07c.1,306,-,14,6.060878931,19.80679389
chrII,1738567,1740097,SPBC2F12.02c.1,1530,+,70,30.30439466,19.80679389
chrI,1728141,1730784,SPAC664.12c.1,2557,-,117,50.65163107,19.80900707
chrI,1503760,1504864,SPAC5D6.05.1,896,-,41,17.74971687,19.80995186
chrII,3083316,3084348,SPBC30D10.09c.1,896,+,41,17.74971687,19.80995186
chrII,1010347,1013231,SPBC146.06c.1,2884,-,132,57.14542992,19.81464283
chrIII,433883,437312,SPNCRNA.1138.1,3429,+,157,67.96842802,19.82164713
chrIII,997354,998839,SPCC1795.01c.1,1485,+,68,29.43855481,19.82394263
chrII,2169819,2171436,SPBC17G9.02c.1,1463,-,67,29.00563489,19.82613458
chrI,978721,979643,SPAC222.18.1,786,+,36,15.58511725,19.82839345
chrIII,54495,55150,SPNCRNA.452.1,655,+,30,12.98759771,19.82839345
chrII,2233460,2235843,SPBC14C8.17c.1,2336,-,107,46.32243183,19.82980815
chrI,5373995,5375153,SPAC4D7.12c.1,1113,-,51,22.07891611,19.83730108
chrIII,1932091,1933051,SPNCRNA.506.1,960,+,44,19.04847664,19.84216317
chrII,536651,538069,SPBC649.03.1,1418,+,65,28.13979504,19.84470736
chrII,1763465,1765258,SPBC11G11.06c.1,1418,-,65,28.13979504,19.84470736
chrIII,1629963,1632149,SPCC663.02.1,1963,+,90,38.96279313,19.84859558
chrIII,1196728,1199999,SPCC550.07.1,3271,+,150,64.93798855,19.85264095
chrII,63694,64021,SPNCRNA.289.1,327,+,15,6.493798855,19.85871209
chrIII,416156,417706,SPCC306.05c.1,1242,-,57,24.67643565,19.86830568
chrII,2433864,2434169,SPNCRNA.107.1,305,-,14,6.060878931,19.8717342
chrI,2583803,2584233,SPAC823.02.1,392,+,18,7.792558626,19.87897609
chrII,376252,377036,SPBC106.02c.1,784,-,36,15.58511725,19.87897609
chrIII,631706,634145,SPCC31H12.06.1,2439,+,112,48.48703145,19.87988169
chrI,2855629,2859170,SPAC8F11.03.1,3506,+,161,69.70010771,19.88023608
chrII,3559269,3561112,SPBC887.11.1,1806,+,83,35.93235366,19.89609837
chrI,3688044,3688305,SPAC15A10.17.1,261,+,12,5.195039084,19.90436431
chrII,633723,635913,SPBC115.03.1,2001,-,92,39.82863298,19.90436431
chrI,2882792,2885542,SPACUNK4.14.1,2588,-,119,51.51747092,19.90628706
chrII,3234547,3235830,SPNCRNA.1589.1,1283,+,59,25.5422755,19.90824279
chrIII,950725,952502,SPCPB16A4.04c.1,1587,-,73,31.60315443,19.91377091
chrI,4593599,4596120,SPAC12B10.12c.1,2521,-,116,50.21871115,19.92015515
chrII,3252007,3253356,SPBC25H2.18.1,1130,-,52,22.51183603,19.92197879
chrII,1625749,1626227,SPNCRNA.370.1,478,+,22,9.524238321,19.92518477
chrII,4426156,4428785,SPBC1289.16c.1,2629,-,121,52.38331076,19.92518477
chrIII,1673313,1673856,SPCC417.04.1,543,+,25,10.82299809,19.93185652
chrI,1573771,1574466,SPNCRNA.175.1,695,+,32,13.85343756,19.93300368
chrII,1533248,1534551,SPBC83.13.1,1303,+,60,25.97519542,19.9349159
chrI,5317423,5317575,SPNCRNA.263.1,152,+,7,3.030439466,19.93710175
chrIII,394356,396657,SPNCRNA.1137.1,2301,+,106,45.88951191,19.9432907
chrIII,2299406,2300209,SPNCRNA.45.1,803,-,37,16.01803718,19.94774244
chrI,1321921,1324634,SPAC6F12.08c.1,2517,-,116,50.21871115,19.95181214
chrIII,1407255,1409338,SPCC622.05.1,2083,+,96,41.56031267,19.95214243
chrIII,322429,322711,SPNCRNA.462.1,282,+,13,5.627959008,19.95730145
chrI,5309240,5311409,SPNCRNA.1069.1,2169,+,100,43.29199237,19.95942479
chrII,3120576,3122246,SPNCRNA.1580.1,1670,+,77,33.33483412,19.96097852
chrI,1180998,1182528,SPAC22A12.14c.1,1431,-,66,28.57271496,19.96695665
chrI,3093371,3095062,SPNCRNA.885.1,1691,+,78,33.76775405,19.96910352
chrII,3161727,3162941,SPBC609.02.1,1214,+,56,24.24351573,19.96994706
chrI,4961795,4963074,SPNCRNA.1039.1,1279,+,59,25.5422755,19.97050469
chrI,3267460,3269670,SPAC6G9.11.1,2146,+,99,42.85907244,19.97160878
chrI,2854404,2855688,SPAC8F11.02c.1,1105,-,51,22.07891611,19.98091955
chrI,3477737,3479037,SPNCRNA.911.1,1300,-,60,25.97519542,19.98091955
chrII,1010238,1011278,SPNCRNA.1404.1,1040,+,48,20.78015634,19.98091955
chrI,950911,953006,SPAC222.05c.1,2036,-,94,40.69447282,19.98746209
chrI,5298655,5300189,SPAC11E3.09.1,1429,+,66,28.57271496,19.994902
chrI,815387,817984,SPAC2G11.05c.1,2597,-,120,51.95039084,20.00400109
chrII,4426297,4428764,SPNCRNA.1690.1,2467,+,114,49.3528713,20.00521739
chrI,5346201,5351897,SPAC4D7.01c.1,5647,-,261,112.9921001,20.00922615
chrIII,365597,367032,SPCC594.06c.1,1363,-,63,27.27395519,20.01023858
chrI,1588621,1589730,SPAC23H4.11c.1,1038,+,48,20.78015634,20.01941844
chrII,2776163,2777201,SPBC685.04c.1,1038,-,48,20.78015634,20.01941844
chrIII,1917691,1918556,SPNCRNA.505.1,865,+,40,17.31679695,20.01941844
chrII,2540659,2545157,SPBC29A10.04.1,4452,+,206,89.18150428,20.03178443
chrII,227371,227760,SPNCRNA.62.1,389,+,18,7.792558626,20.03228439
chrII,3234644,3235811,SPBC19F8.04c.1,1167,-,54,23.37767588,20.03228439
chrI,2668080,2669009,SPAC4F8.06.1,929,-,43,18.61555672,20.03827418
chrI,5029268,5030305,SPNCRNA.1043.1,1037,+,48,20.78015634,20.03872356
chrI,4019872,4022054,SPAC27E2.07.1,2182,+,101,43.72491229,20.03891489
chrIII,2186722,2187154,SPCC830.04c.1,432,-,20,8.658398473,20.04258906
chrIII,2206199,2207594,SPCC1919.02.1,1296,+,60,25.97519542,20.04258906
chrI,4993623,4994533,SPAC1952.14c.1,799,-,37,16.01803718,20.04760598
chrII,3914656,3915896,SPBC1604.09c.1,1166,+,54,23.37767588,20.04946473
chrII,1695092,1696776,SPNCRNA.1454.1,1684,-,78,33.76775405,20.05211048
chrI,2084965,2086433,SPAC3C7.10.1,1468,+,68,29.43855481,20.05351145
chrI,5411816,5413219,SPAC29B12.03.1,1403,+,65,28.13979504,20.05687458
chrIII,1803664,1804635,SPNCRNA.1232.1,971,-,45,19.48139657,20.06323024
chrII,2164011,2165996,SPBC1711.16.1,1985,+,92,39.82863298,20.06480251
chrII,2341401,2343325,SPBC24C6.10c.1,1661,-,77,33.33483412,20.06913553
chrIII,2032884,2034392,SPCC1739.04c.1,1358,-,63,27.27395519,20.08391398
chrII,1212518,1216202,SPNCRNA.1421.1,3684,+,171,74.02930695,20.0948173
chrII,1891571,1892648,SPNCRNA.1474.1,1077,+,50,21.64599618,20.098418
chrI,492334,497927,SPAPB21F2.02.1,5428,+,252,109.0958208,20.09871422
chrIII,995152,997214,SPCC1795.02c.1,1960,+,91,39.39571305,20.0998536
chrII,2810444,2811854,SPBC32F12.12c.1,926,-,43,18.61555672,20.103193
chrI,1423028,1424169,SPAC3A12.03c.1,1141,-,53,22.94475595,20.10933914
chrII,1541451,1541903,SPBC83.19c.1,452,-,21,9.091318397,20.11353628
chrII,1691269,1694691,SPBC19C2.09.1,3422,+,159,68.83426786,20.11521562
chrIII,319209,319876,SPNCRNA.1130.1,667,-,31,13.42051763,20.12071609
chrIII,1258430,1261280,SPCC645.13.1,2796,+,130,56.27959008,20.12860875
chrIII,1382054,1383538,SPCC1281.02c.1,1484,-,69,29.87147473,20.1290261
chrI,5181242,5182731,SPAC26F1.02.1,1333,-,62,26.84103527,20.1358104
chrII,3137540,3138228,SPBC4C3.04c.1,688,+,32,13.85343756,20.1358104
chrII,3783855,3784529,SPBC31F10.15c.1,602,-,28,12.12175786,20.1358104
chrM,17256,17342,SPMchrITTRNATYR.01.1,86,+,4,1.731679695,20.1358104
chrI,5389585,5391518,SPAC3G6.06c.1,1483,-,69,29.87147473,20.14259928
chrI,977074,977568,SPNCRNA.50.1,494,-,23,9.957158244,20.15619078
chrI,2740495,2741450,SPAC6F6.05.1,902,+,42,18.18263679,20.15813392
chrI,1229094,1230361,SPAC10F6.12c.1,1267,-,59,25.5422755,20.15964917
chrI,148361,149005,SPNCRNA.613.1,644,+,30,12.98759771,20.16707719
chrI,2498054,2498934,SPNCRNA.830.1,880,-,41,17.74971687,20.17013281
chrI,4590151,4591524,SPAC12B10.10.1,1373,+,64,27.70687511,20.17980708
chrII,883966,884395,SPNCRNA.1394.1,429,-,20,8.658398473,20.18274702
chrI,1398981,1399560,SPNCRNA.740.1,579,+,27,11.68883794,20.18797572
chrIII,1719142,1720128,SPCC191.09c.1,986,-,46,19.91431649,20.19707555
chrII,2044272,2044572,SPSNORNA.25.1,300,+,14,6.060878931,20.20292977
chrII,2480501,2481958,SPBC12C2.01c.1,1457,+,68,29.43855481,20.20491064
chrII,1490469,1492697,SPBC11B10.03.1,2228,+,104,45.02367206,20.20811134
chrI,4889797,4890204,SPNCRNA.1034.1,407,-,19,8.22547855,20.21002101
chrI,3377095,3378081,SPAC8E11.07c.1,771,+,36,15.58511725,20.21415986
chrI,4198687,4200078,SPNCRNA.970.1,1391,-,65,28.13979504,20.22990298
chrI,498877,500674,SPAC227.01c.1,1797,-,84,36.36527359,20.23665753
chrII,2432035,2433590,SPBC21D10.07.1,1497,-,70,30.30439466,20.2434166
chrIII,43479,46985,SPCC1884.02.1,3506,+,164,70.99886748,20.25067527
chrI,384885,386195,SPAC1751.02c.1,1197,-,56,24.24351573,20.25356368
chrI,4948561,4949118,SPAC1B3.20.1,513,+,24,10.39007817,20.25356368
chrI,3896265,3897252,SPAC926.07c.1,748,-,35,15.15219733,20.2569483
chrII,2662499,2665063,SPNCRNA.1542.1,2564,+,120,51.95039084,20.26146289
chrI,1545322,1546250,SPAC57A7.15c.1,876,-,41,17.74971687,20.26223387
chrI,5343694,5346065,SPAP8A3.14c.1,2371,-,111,48.05411153,20.26744476
chrI,3327939,3329007,SPAC2E1P5.04c.1,1068,-,50,21.64599618,20.26778669
chrI,2562476,2564277,SPAC4A8.09c.1,1730,-,81,35.06651382,20.26966117
chrII,2070146,2072679,SPBC29A3.17.1,2477,+,116,50.21871115,20.27400531
chrI,2620294,2622315,SPAC7D4.10.1,1473,-,69,29.87147473,20.27934469
chrIII,966132,971255,SPNCRNA.1164.1,5123,+,240,103.9007817,20.28123788
chrI,4166005,4167734,SPAC25B8.07c.1,1729,-,81,35.06651382,20.28138451
chrII,3654183,3655279,SPBP8B7.12c.1,939,-,44,19.04847664,20.28591762
chrI,4869465,4870169,SPNCRNA.1032.1,704,+,33,14.28635748,20.29312142
chrIII,329569,330657,SPCC736.09c.1,1088,-,51,22.07891611,20.29312142
chrIII,832065,833537,SPCC2H8.05c.1,1472,-,69,29.87147473,20.29312142
chrI,1680204,1681471,SPAC343.18.1,1214,+,57,24.67643565,20.32655325
chrII,3250198,3251263,SPBC25H2.14.1,724,-,34,14.7192774,20.33049365
chrI,4895457,4897099,SPAC19B12.07c.1,1533,-,72,31.1702345,20.33283399
chrII,2042151,2044042,SPBC29A3.03c.1,1831,-,86,37.23111344,20.33375939
chrII,329975,330635,SPNCRNA.1339.1,660,+,31,13.42051763,20.33411763
chrI,1549925,1553310,SPAC167.05.1,3385,-,159,68.83426786,20.33508652
chrI,1393081,1393528,SPNCRNA.58.1,447,-,21,9.091318397,20.3385199
chrII,1558870,1561210,SPBC29B5.04c.1,2340,-,110,47.6211916,20.35093658
chrI,893277,894532,SPAC22H12.01c.1,1255,-,59,25.5422755,20.35241075
chrI,2530095,2531201,SPAC25H1.05.1,1106,+,52,22.51183603,20.35428213
chrI,3138673,3139779,SPAC688.12c.1,1106,-,52,22.51183603,20.35428213
chrI,2262788,2265404,SPAC4G9.07.1,2616,+,123,53.24915061,20.3551799
chrII,111006,113472,SPBC359.03c.1,2466,-,116,50.21871115,20.36444085
chrI,1280536,1281411,SPAPB17E12.09.1,829,+,39,16.88387702,20.36655853
chrII,1460532,1461302,SPBC32H8.05.1,595,+,28,12.12175786,20.37270229
chrII,2605103,2605868,SPNCRNA.1535.1,765,+,36,15.58511725,20.37270229
chrIII,314076,315861,SPCC736.03c.1,1785,-,84,36.36527359,20.37270229
chrII,845621,846322,SPBC36.13.1,701,-,33,14.28635748,20.37996788
chrI,3638556,3639824,SPAC1142.07c.1,1147,-,54,23.37767588,20.38158315
chrIII,475782,479092,SPCC364.05.1,3100,-,146,63.20630886,20.38913189
chrIII,877803,878728,SPCC16A11.05c.1,658,-,31,13.42051763,20.39592346
chrII,3816889,3817780,SPBC21C3.12c.1,891,-,42,18.18263679,20.40699977
chrI,3946545,3947987,SPAC2F3.11.1,1400,+,66,28.57271496,20.40908212
chrI,3702493,3709127,SPAC15A10.11.1,6634,+,313,135.5039361,20.42567623
chrI,3254400,3258320,SPAC6G9.06c.1,3920,-,185,80.09018588,20.43116987
chrI,4586308,4588764,SPAC12B10.08c.1,2352,-,111,48.05411153,20.43116987
chrI,1163056,1163522,SPAC22A12.05.1,466,+,22,9.524238321,20.43827966
chrI,1488609,1489774,SPAC9.13c.1,1165,-,55,23.8105958,20.43827966
chrII,1870280,1871749,SPBC3H7.07c.1,1398,+,66,28.57271496,20.43827966
chrI,2863729,2865845,SPAC8F11.07c.1,1799,-,85,36.79819351,20.45480462
chrII,320609,321519,SPNCRNA.301.1,910,+,43,18.61555672,20.45665573
chrI,4475784,4476962,SPAC17C9.14.1,1036,-,49,21.21307626,20.47594234
chrI,776271,777066,SPNCRNA.159.1,676,+,32,13.85343756,20.49325082
chrI,3400476,3401152,SPAC959.08.1,676,+,32,13.85343756,20.49325082
chrII,3283346,3284486,SPBC20F10.01.1,1014,+,48,20.78015634,20.49325082
chrI,632594,633291,SPNCRNA.668.1,697,+,33,14.28635748,20.49692608
chrI,3009987,3010684,SPAC31G5.21.1,697,+,33,14.28635748,20.49692608
chrII,227376,227756,SPNCRNA.101.1,380,+,18,7.792558626,20.50673323
chrI,2424734,2425515,SPNCRNA.194.1,781,+,37,16.01803718,20.50965067
chrI,1318941,1321136,SPAC6F12.06.1,2195,+,104,45.02367206,20.51192349
chrI,919725,922098,SPAC1687.10.1,2321,+,110,47.6211916,20.51753193
chrI,2495901,2496323,SPNCRNA.558.1,422,+,20,8.658398473,20.51753193
chrII,2390936,2392223,SPBC36B7.05c.1,1287,-,61,26.40811534,20.51912614
chrI,3562947,3566829,SPAC17A2.06c.1,3882,-,184,79.65726595,20.51964605
chrII,2317360,2318581,SPBC12D12.07c.1,1139,-,54,23.37767588,20.52473738
chrII,78957,80201,SPNCRNA.1306.1,1244,-,59,25.5422755,20.5323758
chrII,2833987,2835231,SPBC19C7.07c.1,1244,-,59,25.5422755,20.5323758
chrII,1697446,1699300,SPBC19C2.11c.1,1854,-,88,38.09695328,20.54851849
chrI,1421816,1422972,SPAC3A12.02.1,990,+,47,20.34723641,20.55276405
chrI,1481490,1481827,SPNCRNA.171.1,337,+,16,6.926718779,20.55406166
chrII,2224154,2224828,SPNCRNA.1496.1,674,-,32,13.85343756,20.55406166
chrI,3656196,3657691,SPAC8C9.09c.1,1495,-,71,30.73731458,20.56007664
chrI,1553586,1554941,SPAC167.04.1,1158,-,55,23.8105958,20.56182712
chrIII,1194995,1195816,SPCC550.06c.1,821,-,39,16.88387702,20.56501464
chrII,2745479,2748552,SPBC336.05c.1,3073,-,146,63.20630886,20.56827493
chrIII,2294616,2296383,SPCC965.07c.1,1767,-,84,36.36527359,20.58023406
chrII,202256,203623,SPBC660.05.1,1367,+,65,28.13979504,20.58507318
chrII,1960004,1962527,SPBC1E8.03c.1,2523,-,120,51.95039084,20.5907217
chrII,4433152,4434056,SPNCRNA.1692.1,904,+,43,18.61555672,20.59243
chrII,1554842,1557638,SPNCRNA.1443.1,2796,+,133,57.57834985,20.59311511
chrI,2814096,2815495,SPAC1B2.04.1,988,+,47,20.34723641,20.59436884
chrIII,190579,192114,SPCC1235.07.1,1177,+,56,24.24351573,20.59771939
chrIII,2165019,2168871,SPCC1620.11.1,3803,+,181,78.35850618,20.6043929
chrI,2259352,2262602,SPAC4G9.05.1,3088,+,147,63.63922878,20.60855854
chrI,649448,649889,SPAC1D4.07c.1,441,-,21,9.091318397,20.61523446
chrI,1746463,1746547,SPATRNATYR.01.1,84,+,4,1.731679695,20.61523446
chrI,3032578,3033397,SPNCRNA.877.1,819,-,39,16.88387702,20.61523446
chrII,355979,358079,SPBC1271.08c.1,2100,+,100,43.29199237,20.61523446
chrII,1166519,1167359,SPBC409.14c.1,840,-,40,17.31679695,20.61523446
chrII,2554176,2557200,SPBC29A10.09c.1,3024,-,144,62.34046901,20.61523446
chrII,2934595,2936122,SPBC1703.11.1,1344,+,64,27.70687511,20.61523446
chrII,3654332,3654416,SPSNORNA.27.1,84,-,4,1.731679695,20.61523446
chrIII,332800,332905,SPNCRNA.463.1,105,+,5,2.164599618,20.61523446
chrIII,923876,924086,SPSNORNA.46.1,210,+,10,4.329199237,20.61523446
chrII,1239965,1241464,SPBC651.02.1,1280,+,61,26.40811534,20.63134011
chrII,332493,333584,SPNCRNA.1340.1,1091,+,52,22.51183603,20.63413018
chrII,1473124,1475285,SPBC32H8.11.1,2161,+,103,44.59075214,20.63431381
chrI,2312283,2313164,SPAC13G7.09c.1,881,-,42,18.18263679,20.63863427
chrII,3150473,3152864,SPBC405.06.1,2391,+,114,49.3528713,20.6411005
chrII,1055528,1056502,SPBC337.14.1,817,+,39,16.88387702,20.66570015
chrI,1299706,1301178,SPAC1565.06c.1,1194,-,57,24.67643565,20.66703153
chrII,1804694,1805092,SPNCRNA.377.1,398,+,19,8.22547855,20.66703153
chrIII,331479,332651,SPCC736.10c.1,1172,-,56,24.24351573,20.68559362
chrIII,514110,514905,SPNCRNA.1142.1,795,+,38,16.4509571,20.6930278
chrI,3544326,3544849,SPNCRNA.915.1,523,+,25,10.82299809,20.69406901
chrII,2143011,2144391,SPBC1711.06.1,1380,+,66,28.57271496,20.70486591
chrI,5444359,5447537,SPAC1039.01.1,2927,+,140,60.60878931,20.70679512
chrI,3971563,3974699,SPAC11G7.06c.1,3136,-,150,64.93798855,20.70726676
chrIII,308996,310145,SPNCRNA.1129.1,1149,+,55,23.8105958,20.72288582
chrIII,1653342,1655582,SPCC663.11.1,2026,+,97,41.9932326,20.72716318
chrIII,189067,190401,SPCC1235.06.1,1274,+,61,26.40811534,20.72850498
chrII,142261,145393,SPBC1683.04.1,3132,+,150,64.93798855,20.73371282
chrI,188449,190474,SPNCRNA.619.1,2025,-,97,41.9932326,20.73739881
chrI,2184653,2185990,SPAC13F5.07c.1,1148,-,55,23.8105958,20.74093711
chrI,345362,346322,SPNCRNA.640.1,960,+,46,19.91431649,20.74407968
chrI,1198223,1199733,SPAC4C5.04.1,1273,+,61,26.40811534,20.74478817
chrIII,2370831,2371916,SPCC70.10.1,1085,+,52,22.51183603,20.74823597
chrI,3086471,3086930,SPNCRNA.215.1,459,+,22,9.524238321,20.74997455
chrIII,142938,144172,SPCC320.12.1,1168,-,56,24.24351573,20.7564347
chrI,5387883,5389677,SPAC3G6.05.1,1605,+,77,33.33483412,20.76936705
chrII,4123984,4125779,SPBC56F2.01.1,1709,-,82,35.49943374,20.77205017
chrI,3554533,3556722,SPAC17A2.03c.1,2146,-,103,44.59075214,20.77854247
chrI,4299756,4301402,SPAC25G10.03.1,1583,+,76,32.9019142,20.78453203
chrII,3883665,3885727,SPBC211.06.1,2062,+,99,42.85907244,20.78519517
chrIII,1462985,1464422,SPCC11E10.06c.1,1437,-,69,29.87147473,20.78738673
chrI,1729504,1729858,SPAC664.13.1,354,+,17,7.359638702,20.78993984
chrII,1734239,1738362,SPBC2F12.03c.1,4123,+,198,85.71814489,20.79023645
chrII,790663,792183,SPBC530.03c.1,1520,-,73,31.60315443,20.79154897
chrIII,1719591,1720715,SPNCRNA.1222.1,1124,+,54,23.37767588,20.79864402
chrII,1586591,1588443,SPBC28F2.10c.1,1852,-,89,38.52987321,20.80446717
chrII,860716,862422,SPBC36.10.1,1706,+,82,35.49943374,20.80857781
chrIII,1793276,1794669,SPCC1442.15c.1,1393,-,67,29.00563489,20.82242275
chrI,4775516,4778622,SPAC11H11.02c.1,2910,-,140,60.60878931,20.82776265
chrI,369790,374217,SPAC630.13c.1,4427,-,213,92.21194374,20.82944291
chrII,1566402,1569561,SPBC27.04.1,3159,+,152,65.8038284,20.83058829
chrI,4282490,4284568,SPAC2C4.14c.1,2078,-,100,43.29199237,20.83349007
chrI,2587695,2588620,SPAC823.04.1,831,+,40,17.31679695,20.83850415
chrII,2410995,2411452,SPBC1921.04c.1,457,-,22,9.524238321,20.84078407
chrII,1372487,1375055,SPBC8D2.07c.1,2264,-,109,47.18827168,20.84287618
chrIII,219184,220283,SPCC548.02c.1,810,-,39,16.88387702,20.84429262
chrIII,1805165,1806450,SPCC285.06c.1,789,-,38,16.4509571,20.85038923
chrIII,293372,295247,SPCC553.07c.1,1744,+,84,36.36527359,20.8516477
chrII,4391436,4392038,SPNCRNA.1689.1,602,+,29,12.55467779,20.85494649
